City,Colors Reported,Shape Reported,State,Time
Glendora,,DISK,CA,10/31/2001 20:00
Glendora,,DISK,CA,10/31/2001 20:00
Roswell,,,NM,10/31/2001 20:00
Tinley Park,RED,LIGHT,IL,10/31/2001 20:00
Independence,BLUE,LIGHT,MO,10/31/2001 20:30
Atlantic,BLUE,SPHERE,IA,10/31/2001 20:35
Nevada,GREEN,OTHER,MO,10/31/2001 20:45
Springfield,,LIGHT,MO,10/31/2001 21:15
Denver,BLUE,TRIANGLE,CO,10/31/2001 22:10
Clinton,,FIREBALL,MS,10/31/2001 23:30
Truman Lake area,,,MO,11/1/2001 1:00
Warner,,SPHERE,NH,11/1/2001 2:00
Satellite Beach,,OTHER,FL,11/1/2001 4:30
Stuarts Draft,,DIAMOND,VA,11/1/2001 9:50
Texarkana,,OVAL,TX,11/1/2001 17:00
Newport News,RED GREEN,OTHER,VA,11/1/2001 18:00
New York City,,LIGHT,NY,11/1/2001 19:00
Gaithersburg,,CIGAR,MD,11/1/2001 21:00
Huntington,,,WV,11/1/2001 21:00
Huntington,,,WV,11/1/2001 21:00
Jewett,,TRIANGLE,NY,11/1/2001 21:00
Overland Park,,SPHERE,KS,11/1/2001 22:15
Fairfield,,CIRCLE,CA,11/1/2001 23:00
Tallahassee,,TRIANGLE,FL,11/1/2001 23:30
Memphis,,VARIOUS,TN,11/2/2001 6:25
Little Rock,,TRIANGLE,AR,11/2/2001 13:00
Roseville,,LIGHT,CA,11/2/2001 17:40
New York City,BLUE,TEARDROP,NY,11/2/2001 22:30
Chestnutridge,,CIRCLE,MO,11/3/2001 1:30
Morrison,,EGG,CO,11/3/2001 1:45
Reno,,DIAMOND,NV,11/3/2001 8:43
Las Vegas,,TEARDROP,NV,11/3/2001 12:15
Seattle,ORANGE,OTHER,WA,11/3/2001 17:35
Columbia,,OTHER,MO,11/3/2001 17:55
Springfield,,FIREBALL,OR,11/3/2001 19:12
Chicago,,OTHER,IL,11/3/2001 21:40
Akron,YELLOW,VARIOUS,OH,11/3/2001 22:00
Nashville,GREEN,LIGHT,TN,11/4/2001 5:30
Sacramento,,DISK,CA,11/4/2001 13:00
Norwalk,,FORMATION,CA,11/4/2001 20:40
Dublin,,CIGAR,OH,11/4/2001 22:07
Newhalen,RED,LIGHT,AK,11/4/2001 22:30
Bristol,,DISK,PA,11/5/2001 11:30
Gulfport,,DISK,MS,11/5/2001 16:30
Roseburg,RED,LIGHT,OR,11/5/2001 20:00
no data,,,OH,11/5/2001 20:25
Elgin,GREEN,FIREBALL,IL,11/5/2001 21:04
Glendale,,CIRCLE,AZ,11/5/2001 21:25
Middlesex,,OTHER,NJ,11/5/2001 22:15
Richardson,,LIGHT,TX,11/5/2001 22:30
Lynnwood,,TRIANGLE,WA,11/5/2001 23:30
Clinton,,,AR,11/6/2001 0:00
Glendale,,OVAL,AZ,11/6/2001 8:30
East Falmouth,,CIGAR,MA,11/6/2001 15:00
Bath,,DISK,IL,11/6/2001 21:15
West Columbia,,FIREBALL,TX,11/7/2001 0:00
Alpine,,OTHER,TX,11/7/2001 10:00
Alexandria,,FIREBALL,VA,11/7/2001 17:30
Farmerville,,LIGHT,LA,11/7/2001 18:05
McCall,RED,OVAL,ID,11/7/2001 19:00
Seattle,,FORMATION,WA,11/7/2001 20:30
Vienna,,,WV,11/8/2001 8:30
Barrington,,OVAL,IL,11/8/2001 17:00
Celina,,LIGHT,TN,11/8/2001 18:15
Chicago,,LIGHT,IL,11/8/2001 22:45
Exeter,,EGG,PA,11/8/2001 23:30
Edgewood,BLUE,DISK,NM,11/9/2001 0:00
St. Louis,RED,TRIANGLE,MO,11/9/2001 1:56
Elon,,CIRCLE,NC,11/9/2001 9:25
Benzonia,,LIGHT,MI,11/9/2001 19:15
Edgewater,,OTHER,FL,11/9/2001 20:24
Bristol,,OVAL,TN,11/10/2001 14:44
Arvada,,OVAL,CO,11/10/2001 15:00
Sulphur,,CIRCLE,OK,11/10/2001 21:35
Sebastian,RED,FIREBALL,FL,11/10/2001 21:51
New York City,,LIGHT,NY,11/11/2001 1:00
Windsor,,OTHER,CO,11/11/2001 2:00
Yorktown,,DISK,VA,11/11/2001 14:00
Shiloh,BLUE,TRIANGLE,NC,11/11/2001 18:20
Mogote,GREEN,,CO,11/11/2001 19:00
Carmel,,TRIANGLE,NY,11/11/2001 20:04
Bloomington,,LIGHT,IN,11/11/2001 23:00
Pleasantville,,CIGAR,NY,11/11/2001 23:20
Cumberland,,TRIANGLE,RI,11/11/2001 23:40
Denton,,LIGHT,NE,11/12/2001 5:00
South Lake Tahoe,,DISK,CA,11/12/2001 18:15
Matawan,RED BLUE,LIGHT,NJ,11/12/2001 23:00
Phoenix,RED,VARIOUS,AZ,11/12/2001 23:33
San Diego,RED,TRIANGLE,CA,11/13/2001 3:30
Studio City,,TRIANGLE,CA,11/13/2001 18:45
Philiadelphia,,CIRCLE,MS,11/13/2001 21:15
Memphis,,TRIANGLE,TN,11/14/2001 5:35
Los Angeles,,CIRCLE,CA,11/14/2001 12:00
Westlake Village,,SPHERE,CA,11/14/2001 18:30
Boxford,,TRIANGLE,MA,11/14/2001 19:30
Danville,,TRIANGLE,KY,11/14/2001 20:00
Lake Elmo,,CHEVRON,MN,11/14/2001 20:45
Spokane,,LIGHT,WA,11/15/2001 1:30
Natchitoches,,TRIANGLE,LA,11/15/2001 5:31
Monterey,,OVAL,CA,11/15/2001 14:00
Yakima,,RECTANGLE,WA,11/15/2001 16:30
Ribolt,ORANGE,OTHER,KY,11/15/2001 17:55
Ringold,,FORMATION,OH,11/15/2001 17:58
South Webster,ORANGE,LIGHT,OH,11/15/2001 18:29
Enumclaw,RED,FIREBALL,WA,11/15/2001 18:45
Enumclaw,RED,FIREBALL,WA,11/15/2001 18:45
Enumclaw,RED,SPHERE,WA,11/15/2001 18:45
Bellaire,,TRIANGLE,MI,11/15/2001 20:00
Boyne City,,,MI,11/15/2001 20:00
Boyne City,,DIAMOND,MI,11/15/2001 20:00
Mancelona,RED,OTHER,MI,11/15/2001 20:10
Greers Ferry,ORANGE,SPHERE,AR,11/15/2001 21:00
St. Paul,,,MN,11/15/2001 21:00
Clark,,LIGHT,WY,11/15/2001 21:10
Red River Gorge,RED,OTHER,KY,11/15/2001 23:00
Ellensburg,,LIGHT,WA,11/15/2001 23:25
Florence,,,OR,11/15/2001 23:30
Denver,,CHEVRON,CO,11/16/2001 2:45
North Hollywood,,CIGAR,CA,11/16/2001 13:30
Scottsdale,,TRIANGLE,AZ,11/16/2001 16:23
Vicksburg,,TEARDROP,MS,11/16/2001 17:30
Phoenix,,FORMATION,AZ,11/16/2001 19:00
Fraser,RED,TRIANGLE,CO,11/16/2001 22:10
Bayboro,,TRIANGLE,NC,11/16/2001 22:30
San Mateo,RED,TRIANGLE,CA,11/17/2001 1:27
Cross River,,TRIANGLE,NY,11/17/2001 2:00
Tellico Plains,,,TN,11/17/2001 4:30
Tacoma,,CIRCLE,WA,11/17/2001 12:00
Monticello,,LIGHT,GA,11/17/2001 19:30
Pasadena,,VARIOUS,CA,11/17/2001 20:00
Sewanee,,CYLINDER,TN,11/17/2001 21:00
Statesboro,GREEN,LIGHT,GA,11/17/2001 22:00
Auburn,,FORMATION,WA,11/17/2001 22:30
Henderson,,,NV,11/17/2001 22:30
Spring Valley,,LIGHT,CA,11/17/2001 23:05
Modesto,,CIRCLE,CA,11/18/2001 0:01
Aurora,,LIGHT,CO,11/18/2001 0:30
Eastlake,,OVAL,OH,11/18/2001 1:00
Modesto,,CIRCLE,CA,11/18/2001 1:00
Windsor,,TRIANGLE,CO,11/18/2001 1:00
Tampa,,SPHERE,FL,11/18/2001 1:30
Kahului,,DISK,HI,11/18/2001 2:00
San Francisco,,LIGHT,CA,11/18/2001 2:00
Seattle,ORANGE,TRIANGLE,WA,11/18/2001 2:00
Seattle,,OTHER,WA,11/18/2001 2:22
Seattle,YELLOW,CIRCLE,WA,11/18/2001 2:30
Tualatin,,TRIANGLE,OR,11/18/2001 2:30
Chico,,TRIANGLE,CA,11/18/2001 3:00
Foster City,,TRIANGLE,CA,11/18/2001 3:00
Lake Forest Park,,TRIANGLE,WA,11/18/2001 3:05
Baltimore,,CIGAR,MD,11/18/2001 4:00
Fredericksburg,,DIAMOND,VA,11/18/2001 4:00
Perryville,,,MD,11/18/2001 4:00
Geneva,,CIRCLE,NY,11/18/2001 4:15
Fergus Falls,RED,OTHER,MN,11/18/2001 4:20
Fort Lauderdale,,DISK,FL,11/18/2001 4:22
Boulder,,VARIOUS,CO,11/18/2001 4:23
Aurora,RED,FORMATION,CO,11/18/2001 4:30
Bellingham,,FORMATION,WA,11/18/2001 4:30
Charlotte,,CIRCLE,NC,11/18/2001 4:30
Foley,,OTHER,AL,11/18/2001 4:30
Houston,,CYLINDER,TX,11/18/2001 4:30
West Grove,,CIRCLE,PA,11/18/2001 4:30
Franklin,,CHEVRON,TN,11/18/2001 4:35
Annapolis,,TRIANGLE,MD,11/18/2001 4:45
Houston,ORANGE,CYLINDER,TX,11/18/2001 4:45
Dickinson,RED,VARIOUS,TX,11/18/2001 5:00
New Brunswick,,CHEVRON,NJ,11/18/2001 5:05
Johnson,,FLASH,VT,11/18/2001 5:17
Hendersonville,,SPHERE,NC,11/18/2001 5:27
Augusta,,CHEVRON,GA,11/18/2001 5:30
Dickinson,,VARIOUS,TX,11/18/2001 5:30
Miami Beach,,SPHERE,FL,11/18/2001 5:30
Naples,,FORMATION,FL,11/18/2001 5:30
Glendale,,OTHER,AZ,11/18/2001 8:45
Hamden,,SPHERE,CT,11/18/2001 13:30
Cross River,,TRIANGLE,NY,11/18/2001 16:00
Portland,,LIGHT,OR,11/18/2001 17:15
Highlands Ranch,,TRIANGLE,CO,11/18/2001 18:30
Omaha,,CIRCLE,NE,11/18/2001 21:00
Bradenton,ORANGE,CIRCLE,FL,11/18/2001 22:00
New York City,,CHEVRON,NY,11/19/2001 2:00
Portland,,TRIANGLE,OR,11/19/2001 2:30
San Diego,,OTHER,CA,11/19/2001 2:30
Palo Alto,,,CA,11/19/2001 11:00
Cornelius,,RECTANGLE,OR,11/19/2001 21:45
Maplewood,,OTHER,MN,11/19/2001 23:45
Panama City Beach,ORANGE,CHEVRON,FL,11/20/2001 2:55
Perry,,CHEVRON,FL,11/20/2001 4:05
Chilhowie,,TRIANGLE,VA,11/20/2001 14:00
Dunlo,,OTHER,PA,11/20/2001 22:00
Centennial,,OVAL,CO,11/20/2001 22:11
Bel Air,BLUE,CIRCLE,MD,11/20/2001 23:00
Richmond,RED YELLOW,LIGHT,KY,11/21/2001 4:45
San Diego,,OTHER,CA,11/21/2001 5:15
Morgan Hill,,LIGHT,CA,11/21/2001 19:00
Hollywood,,CHEVRON,FL,11/21/2001 23:45
Greenville,GREEN,FIREBALL,SC,11/22/2001 0:00
Caro,,TRIANGLE,MI,11/22/2001 3:00
Howell,,LIGHT,MI,11/22/2001 6:45
Crown Point,,FIREBALL,IN,11/22/2001 16:15
Southport,,OVAL,NC,11/22/2001 16:30
Supply,BLUE,FLASH,VA,11/22/2001 21:00
Los Angeles,ORANGE,SPHERE,CA,11/22/2001 23:45
Littleton,,TRIANGLE,CO,11/23/2001 19:45
New York City,,DISK,NY,11/23/2001 22:00
Redlands,RED,OVAL,CA,11/23/2001 22:00
Monticello,,SPHERE,MN,11/23/2001 22:30
Van Nuys,BLUE,CIRCLE,CA,11/24/2001 13:15
Tionesta,,LIGHT,PA,11/24/2001 17:00
Daytona Beach,,DISK,FL,11/24/2001 18:30
Sacramento,,FIREBALL,CA,11/24/2001 20:04
Michigan City,,FORMATION,IN,11/24/2001 22:00
Milford,,CIRCLE,OH,11/25/2001 16:00
Daytona Beach,,DISK,FL,11/25/2001 19:10
Bramptom,,CIRCLE,MI,11/25/2001 20:00
Fresno,BLUE,LIGHT,CA,11/25/2001 20:40
Modesto,BLUE,OTHER,CA,11/25/2001 20:40
Oakland,GREEN,LIGHT,CA,11/25/2001 20:40
Foster City,,RECTANGLE,CA,11/25/2001 20:45
Palo Alto,BLUE,OVAL,CA,11/25/2001 20:45
Troy,,EGG,OH,11/25/2001 23:30
Columbus,BLUE,FLASH,OH,11/26/2001 1:00
Grover Beach,,LIGHT,CA,11/26/2001 5:40
Kensington,,LIGHT,MD,11/26/2001 21:10
Minneapolis,BLUE,LIGHT,MN,11/26/2001 22:05
Lenexa,,FORMATION,KS,11/26/2001 22:20
Sacramento,,LIGHT,CA,11/26/2001 23:15
Louisville,,TRIANGLE,KY,11/26/2001 23:20
Farmington,,OVAL,ME,11/27/2001 3:00
Camdenton,,TRIANGLE,MO,11/27/2001 5:35
Avon Park,,DISK,FL,11/27/2001 14:00
Warner Robins,,TRIANGLE,GA,11/27/2001 19:30
Tallahassee,,OTHER,FL,11/27/2001 23:00
Greensburg,,FIREBALL,PA,11/28/2001 2:13
Milwaukie,,FIREBALL,OR,11/28/2001 3:41
Bellflower,RED,OTHER,CA,11/28/2001 10:45
Rancho Dominguez,,SPHERE,CA,11/28/2001 12:00
Dallas,,DISK,TX,11/28/2001 13:00
Redwood City,,LIGHT,CA,11/28/2001 17:30
Anaheim,,CIRCLE,CA,11/28/2001 18:00
Sarasota,,OTHER,FL,11/28/2001 18:03
Lakewood,RED,LIGHT,CA,11/28/2001 22:30
Marion,,,VA,11/29/2001 1:00
Garner,,DISK,NC,11/29/2001 18:30
Golden,,LIGHT,CO,11/29/2001 18:55
Crete,,OTHER,IL,11/29/2001 20:20
Indian Creek,,LIGHT,TX,11/30/2001 0:00
Yelm,ORANGE,LIGHT,WA,11/30/2001 20:50
Howey in the Hills,RED GREEN BLUE,,FL,11/30/2001 22:30
PA,GREEN,CIRCLE,PA,11/30/2001 23:30
Turnagain Pass,,SPHERE,AK,12/1/2001 1:00
Kahului,,DISK,HI,12/1/2001 2:00
Colton,,FORMATION,CA,12/1/2001 14:30
Woodridge,RED,TRIANGLE,IL,12/1/2001 18:45
Kansas City,,DIAMOND,MO,12/1/2001 19:00
Lawrence,,FORMATION,KS,12/1/2001 20:00
East Barnard,,OTHER,TX,12/1/2001 20:30
S. Bossier,,CIGAR,LA,12/1/2001 20:45
Alamogordo,,TRIANGLE,NM,12/1/2001 21:15
Silver City,,TRIANGLE,NM,12/1/2001 21:15
Albuquerque,BLUE,FIREBALL,NM,12/1/2001 21:20
Parker,,FORMATION,CO,12/1/2001 21:21
Colorado Springs,,CYLINDER,CO,12/1/2001 21:25
Rolla,,FIREBALL,MO,12/1/2001 21:30
Wellston,,OTHER,OK,12/1/2001 21:30
Goodland,,,KS,12/1/2001 21:45
Wellsville,,FIREBALL,KS,12/1/2001 21:45
Sneads Ferry,,DISK,NC,12/1/2001 21:54
El Paso,RED,RECTANGLE,TX,12/1/2001 22:00
Oklahoma,,RECTANGLE,OK,12/1/2001 22:00
Lawrence,,FORMATION,KS,12/1/2001 22:10
Olathe,,OTHER,KS,12/1/2001 22:10
Sand Springs,,FORMATION,OK,12/1/2001 22:10
Eucha,,FORMATION,OK,12/1/2001 22:15
Grand Island,,FIREBALL,NE,12/1/2001 22:15
Aledo,RED,FORMATION,TX,12/1/2001 22:18
Olathe,,LIGHT,KS,12/1/2001 22:18
Canyon,,FORMATION,TX,12/1/2001 22:20
Newton,,FIREBALL,TX,12/1/2001 22:20
Ozona,,CONE,TX,12/1/2001 22:20
Richardson,,FIREBALL,TX,12/1/2001 22:20
Sioux Center,BLUE,,IA,12/1/2001 22:20
Wichita,,FORMATION,KS,12/1/2001 22:20
Winfield,,CYLINDER,KS,12/1/2001 22:20
Bloomfield,,FIREBALL,NE,12/1/2001 22:22
Kansas City,,OTHER,MO,12/1/2001 22:25
Lawton,,VARIOUS,OK,12/1/2001 22:25
St. Peter,,LIGHT,MN,12/1/2001 22:26
Lawrence,,LIGHT,KS,12/1/2001 22:28
El Reno,,FORMATION,OK,12/1/2001 22:30
Eureka,,FIREBALL,TX,12/1/2001 22:30
Goshen,,,OH,12/1/2001 22:30
Sapulpa,ORANGE,FORMATION,OK,12/1/2001 22:30
Kansas City,,SPHERE,MO,12/1/2001 22:32
Siloam Springs,GREEN BLUE,CIRCLE,AR,12/1/2001 22:45
Weatherford,BLUE,FORMATION,TX,12/1/2001 22:45
Perkins,,FORMATION,OK,12/1/2001 22:50
Big Spring,ORANGE,OTHER,TX,12/1/2001 23:00
Highlands,RED,CIRCLE,NJ,12/1/2001 23:00
Oklahoma City,ORANGE,FORMATION,OK,12/1/2001 23:15
Peoria,,FIREBALL,AZ,12/2/2001 1:10
Greenwood,,VARIOUS,MO,12/2/2001 16:00
Albuquerque,RED,FORMATION,NM,12/2/2001 18:45
Springfield,,LIGHT,OH,12/2/2001 19:25
Colorado Springs,,DISK,CO,12/2/2001 20:15
Falcon,,,TX,12/2/2001 22:00
Orem,,CIGAR,UT,12/2/2001 22:00
Tempe,,LIGHT,AZ,12/3/2001 8:00
Brock,,FIREBALL,TX,12/3/2001 17:30
Mount Dora,RED ORANGE,DISK,FL,12/3/2001 18:20
San Mateo,,SPHERE,CA,12/3/2001 19:00
Cocoa,,SPHERE,FL,12/3/2001 19:30
Columbia,,FIREBALL,SC,12/3/2001 20:00
Lebanon,,LIGHT,IL,12/3/2001 22:50
Zanesville,,TRIANGLE,OH,12/3/2001 23:00
El Dorado,,EGG,AR,12/4/2001 19:00
Santa Ana,,OVAL,CA,12/4/2001 19:00
New York City,RED,LIGHT,NY,12/4/2001 20:40
Anaheim,,FORMATION,CA,12/4/2001 21:00
Big Bear City,,TRIANGLE,CA,12/5/2001 18:00
Ferrum,,OVAL,VA,12/5/2001 21:30
Oklahoma City,ORANGE,LIGHT,OK,12/5/2001 22:24
Birmingham,,,TX,12/5/2001 22:54
Lawrenceville,,DIAMOND,GA,12/6/2001 10:34
Pueblo,,LIGHT,CO,12/6/2001 19:40
Wichita Falls,,OTHER,TX,12/6/2001 22:00
Concord,,RECTANGLE,NH,12/7/2001 22:00
West Windsor,,CHEVRON,NJ,12/7/2001 22:55
Pasadena,,LIGHT,CA,12/8/2001 1:22
Bemidji,,TRIANGLE,MN,12/8/2001 14:32
Lenexa,,LIGHT,KS,12/8/2001 17:45
Wilsall,,LIGHT,MT,12/8/2001 18:30
Springfield,,TRIANGLE,MO,12/9/2001 0:00
Lombard,,CHEVRON,IL,12/9/2001 0:28
Cincinnati,,,OH,12/9/2001 2:00
Calistoga,,,CA,12/9/2001 19:00
Flagstaff,,TRIANGLE,AZ,12/9/2001 19:00
Hooksett,,DISK,NH,12/10/2001 17:30
Placentia,,OVAL,CA,12/10/2001 17:45
Napa,GREEN,LIGHT,CA,12/10/2001 23:40
Colorado Springs,,TRIANGLE,CO,12/11/2001 2:08
Chesapeake,,CIGAR,VA,12/11/2001 14:03
Wentworth,RED GREEN,OTHER,NH,12/11/2001 20:30
Burbank,,LIGHT,CA,12/12/2001 5:15
Ucaipa,ORANGE,LIGHT,CA,12/12/2001 19:45
Helena,,CIRCLE,AL,12/12/2001 21:45
Kansas City,,FIREBALL,MO,12/13/2001 22:25
Santa Ana,,CIRCLE,CA,12/14/2001 11:30
Arcadia,,LIGHT,CA,12/14/2001 22:00
Augusta,,LIGHT,AR,12/14/2001 23:56
Cordova,,SPHERE,AK,12/15/2001 0:00
Grants Pass,RED,TRIANGLE,OR,12/15/2001 18:10
Greensboro,,TRIANGLE,NC,12/15/2001 19:20
Des Moines,,TRIANGLE,IA,12/15/2001 20:00
St. Charles,,TRIANGLE,MO,12/15/2001 22:30
Moreno Valley,,TRIANGLE,CA,12/15/2001 22:57
Newport News,,DISK,VA,12/16/2001 10:30
North Port,,,FL,12/16/2001 18:05
Lake City,,LIGHT,SC,12/16/2001 21:00
Macon,GREEN,FIREBALL,GA,12/17/2001 5:40
Lake City,ORANGE,SPHERE,SC,12/17/2001 7:10
Temecula,,SPHERE,CA,12/17/2001 12:00
Tonasket,,OTHER,WA,12/17/2001 21:30
Baton Rouge,,TRIANGLE,LA,12/17/2001 22:05
New York City,,CIRCLE,NY,12/18/2001 5:00
Harrisburg,,FORMATION,MO,12/18/2001 21:21
Vista,,OVAL,CA,12/18/2001 22:30
Newark,,,CA,12/19/2001 9:11
Glen Dale,,,MD,12/19/2001 10:00
Galesburg,,TRIANGLE,IL,12/19/2001 21:45
Waterbury,,OTHER,CT,12/19/2001 23:25
Watseka,,TRIANGLE,IL,12/19/2001 23:30
Toledo,,CYLINDER,OH,12/20/2001 8:36
Aneta,,CIRCLE,ND,12/20/2001 19:30
Goodlettsville,,FIREBALL,TN,12/20/2001 19:30
Annandale,,LIGHT,VA,12/20/2001 22:20
Downey,,CIRCLE,CA,12/20/2001 23:30
Wyncote,,SPHERE,PA,12/21/2001 9:45
Camden,ORANGE,CIRCLE,NY,12/21/2001 20:30
Bellevue,ORANGE,SPHERE,NE,12/21/2001 23:30
Astoria,,SPHERE,OR,12/22/2001 12:30
Guilford,,OVAL,CT,12/22/2001 15:08
Bennettsville,,SPHERE,SC,12/22/2001 16:40
Margate,,FIREBALL,NJ,12/22/2001 20:32
Bellingham,,FORMATION,WA,12/23/2001 20:27
Bothell,,CONE,WA,12/23/2001 21:25
Roswell,,SPHERE,GA,12/23/2001 21:30
Bradenton,ORANGE,CIRCLE,FL,12/23/2001 22:30
Las Vegas,,RECTANGLE,NV,12/24/2001 1:30
Bessemer City,,CIGAR,NC,12/24/2001 14:30
Ontario,,DISK,CA,12/24/2001 16:30
Columbus,,TRIANGLE,OH,12/24/2001 18:11
Vancouver,,LIGHT,WA,12/24/2001 20:00
Bellflower,RED,LIGHT,CA,12/24/2001 20:30
DeBary,,DISK,FL,12/24/2001 22:00
Portland,,LIGHT,OR,12/24/2001 23:00
Orland Park,,RECTANGLE,IL,12/25/2001 0:10
Greenwich,GREEN,,CT,12/25/2001 0:45
Missouri Valley,,OTHER,IA,12/25/2001 18:42
Sioux City,,DISK,IA,12/25/2001 18:42
Brownsburg,,RECTANGLE,VA,12/25/2001 22:30
Port Jefferson Station,,,NY,12/26/2001 0:30
Nashville,,TRIANGLE,TN,12/26/2001 1:45
Honolulu,,OTHER,HI,12/26/2001 5:25
Port Jefferson Station,,SPHERE,NY,12/26/2001 12:30
Montgomery,,TRIANGLE,TX,12/26/2001 23:53
Great Falls,RED GREEN,LIGHT,MT,12/27/2001 1:30
Williamsburg,,TRIANGLE,MI,12/27/2001 22:40
Tucson,,DISK,AZ,12/28/2001 1:00
Langhorne,,CIRCLE,PA,12/28/2001 1:30
Jena,,CIGAR,LA,12/28/2001 6:00
Salem,,DISK,OH,12/28/2001 14:00
Houston,,LIGHT,TX,12/28/2001 18:30
Richardson,RED,TRIANGLE,TX,12/28/2001 21:45
Long Island City,,OTHER,NY,12/29/2001 0:00
Great Falls,,TRIANGLE,MT,12/29/2001 3:00
Great Falls,,TRIANGLE,MT,12/29/2001 3:00
Port Angeles,,VARIOUS,WA,12/29/2001 16:20
Port Angeles,,OTHER,WA,12/29/2001 16:30
Ellicott City,GREEN,FIREBALL,MD,12/29/2001 20:00
Long Island City,,OTHER,NY,12/29/2001 23:59
Bethpage,,LIGHT,NY,12/30/2001 3:00
Las Vegas,,DISK,NM,12/30/2001 14:30
Clinton,,TRIANGLE,MS,12/30/2001 17:40
Danville,,TRIANGLE,VA,12/30/2001 18:30
Baltimore,,SPHERE,MD,12/30/2001 20:50
Dallas,,CIRCLE,TX,12/31/2001 15:00
Pasadena,,RECTANGLE,TX,12/31/2001 18:55
Mission,,,SD,12/31/2001 21:37
Tulsa,RED ORANGE,LIGHT,OK,12/31/2001 23:40
New Hyde Park,,OVAL,NY,1/1/2002 4:45
Banner Elk,ORANGE,FIREBALL,NC,1/1/2002 8:00
Philadelphia,BLUE,TRIANGLE,PA,1/1/2002 14:10
El Paso,,,TX,1/1/2002 19:00
Oakwood,,TRIANGLE,TX,1/1/2002 22:00
Las Vegas,,LIGHT,NV,1/1/2002 22:30
Denton,,TRIANGLE,NC,1/1/2002 23:00
Whitehall,,OTHER,PA,1/2/2002 17:00
Osage Beach,,CIGAR,MO,1/2/2002 17:30
Wainwright,,LIGHT,AK,1/2/2002 21:32
Honolulu,,TRIANGLE,HI,1/2/2002 22:05
Eagleville,,SPHERE,TN,1/3/2002 3:30
W. Rutland,,OTHER,VT,1/3/2002 16:45
Littleton,,LIGHT,CO,1/3/2002 17:55
Dubuque,BLUE,DISK,IA,1/3/2002 19:15
Marion,,,IA,1/3/2002 19:30
Marion,,,IA,1/3/2002 19:30
Powell,,SPHERE,TN,1/3/2002 20:37
Mt. Morris,ORANGE,CIRCLE,MI,1/3/2002 21:00
Richmond,,CHEVRON,ME,1/3/2002 21:35
Cordes,,CYLINDER,AZ,1/3/2002 21:45
Florissant,,RECTANGLE,MO,1/5/2002 2:00
New York City,,DISK,NY,1/5/2002 8:40
Santa Barbara,,DISK,CA,1/5/2002 9:30
Baltimore,,LIGHT,MD,1/5/2002 23:00
Spring,BLUE,SPHERE,TX,1/6/2002 15:00
Tomball,RED GREEN,TRIANGLE,TX,1/6/2002 17:00
Yucca Valley,,DISK,CA,1/6/2002 18:00
Fallbrook,,LIGHT,CA,1/6/2002 21:30
Gilliam,,CIGAR,LA,1/6/2002 23:00
Houston,,FIREBALL,TX,1/7/2002 0:00
Houston,,LIGHT,TX,1/7/2002 6:30
Las Vegas,,OTHER,NM,1/7/2002 8:25
Greenville,,OTHER,SC,1/7/2002 15:10
Richmond,,FIREBALL,VA,1/7/2002 17:43
Arlington,GREEN,FIREBALL,VA,1/7/2002 17:45
Richmond,BLUE,LIGHT,VA,1/7/2002 17:45
Richmond,GREEN,LIGHT,VA,1/7/2002 17:45
Bel Air,GREEN BLUE,EGG,MD,1/7/2002 17:49
Baltimore,BLUE,SPHERE,MD,1/7/2002 17:55
Prince Frederick,GREEN,LIGHT,MD,1/7/2002 17:55
Fort Washington,GREEN,TEARDROP,MD,1/7/2002 18:00
Bottoms Bridge,GREEN,LIGHT,VA,1/7/2002 18:30
Pasadena,,LIGHT,TX,1/7/2002 19:15
Turlock,,CIRCLE,CA,1/7/2002 21:03
New Mexico,,,NM,1/7/2002 21:07
Roswell,,,NM,1/7/2002 21:10
North Hero,,CIGAR,VT,1/8/2002 7:00
Las Vegas,,OTHER,NV,1/8/2002 12:40
Pontotoc,,OTHER,MS,1/8/2002 18:40
Midlothian,,OTHER,VA,1/8/2002 20:30
Pontotoc,,OTHER,MS,1/8/2002 20:30
Orem,,FIREBALL,UT,1/8/2002 21:00
Provo,,FIREBALL,UT,1/8/2002 21:00
Rutherford,,CIRCLE,NJ,1/9/2002 0:15
White,,CIRCLE,GA,1/9/2002 3:00
Kapula Bay,,LIGHT,HI,1/9/2002 7:50
Newark,,CIGAR,OH,1/9/2002 10:00
Cherry Valley,,OVAL,IL,1/9/2002 18:35
Freeport,,LIGHT,IL,1/9/2002 19:00
Springfield,,TEARDROP,OR,1/9/2002 19:30
Palisades,,CROSS,NY,1/10/2002 1:30
Fountain Hills,,RECTANGLE,AZ,1/10/2002 3:00
Granite Falls,,DISK,WA,1/10/2002 15:20
Upper Darby,,CIRCLE,PA,1/10/2002 17:30
Phoenix,ORANGE,,AZ,1/10/2002 21:30
Chandler,GREEN,CYLINDER,AZ,1/10/2002 21:50
Point Mugu,,VARIOUS,CA,1/11/2002 4:30
St. Louis area,ORANGE,TEARDROP,MO,1/11/2002 5:15
Wyoming,,,PA,1/11/2002 10:00
Oklahoma City,,OVAL,OK,1/11/2002 16:00
New York City,,CIRCLE,NY,1/11/2002 18:30
Daytona Beach,,LIGHT,FL,1/11/2002 18:45
Santa Barbara,BLUE,DIAMOND,CA,1/11/2002 20:00
San Antonio,,RECTANGLE,TX,1/11/2002 21:40
San Bernardino County,,,CA,1/12/2002 2:30
